station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 15:00:00,42.9,10,5.1,10000,Summer,8,15
HAIL,HAIL,2025-08-24 15:00:00,38.8,1,5.1,10000,Summer,8,15
TABUK,TABUK,2025-08-24 15:00:00,39.8,5,4.1,10000,Summer,8,15
TABUK,TABUK,2025-08-24 15:00:00,40,5,4.1,9900,Summer,8,15
RAFHA,RAFHA,2025-08-24 15:00:00,41.7,4,4.6,10000,Summer,8,15
ARAR,ARAR,2025-08-24 15:00:00,41.9,-1,2.6,10000,Summer,8,15
MINA,MINA,2025-08-24 15:00:00,33.6,24,4.6,9000,Summer,8,15
TAIF,TAIF,2025-08-24 15:00:00,28,18,6.2,9999,Summer,8,15
NEJRAN,NEJRAN,2025-08-24 15:00:00,33,13,4.1,9999,Summer,8,15
BISHA,BISHA,2025-08-24 15:00:00,36.9,5,3.6,10000,Summer,8,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 15:00:00,35,26,5.1,9999,Summer,8,15
YENBO,YENBO,2025-08-24 15:00:00,34.4,28,4.6,10000,Summer,8,15
KING KHALED INTL,KING KHALED INTL,2025-08-24 15:00:00,41,-4,3.6,9900,Summer,8,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 15:00:00,43,8,5.7,9999,Summer,8,15
AL AHSA,AL AHSA,2025-08-24 15:00:00,43.5,2,3.1,10000,Summer,8,15
AL AHSA,AL AHSA,2025-08-24 15:00:00,44,2,3.1,9900,Summer,8,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 15:00:00,41.1,8,4.6,10000,Summer,8,15
WEJH,WEJH,2025-08-24 15:00:00,32,25,4.1,9900,Summer,8,15
ARAR,ARAR,2025-08-24 15:00:00,42,-1,2.6,9900,Summer,8,15
SHARURAH,SHARURAH,2025-08-24 15:00:00,36.7,14,4.1,10000,Summer,8,15
KING KHALED AB,KING KHALED AB,2025-08-24 15:00:00,17.4,14,2.6,10000,Summer,8,15
ABHA,ABHA,2025-08-24 14:21:00,20,17,7.2,9999,Summer,8,14
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 14:00:00,37,26,4.6,9999,Summer,8,14
YENBO,YENBO,2025-08-24 14:00:00,35,28,6.2,9999,Summer,8,14
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 14:00:00,40,-4,2.1,9900,Summer,8,14
RAFHA,RAFHA,2025-08-24 14:00:00,42,4,4.6,9900,Summer,8,14
ABHA,ABHA,2025-08-24 14:00:00,21,17,5.1,9999,Summer,8,14
AL BAHA,AL BAHA,2025-08-24 14:00:00,30,13,4.1,9999,Summer,8,14
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 14:00:00,44,8,5.7,9900,Summer,8,14
GASSIM,GASSIM,2025-08-24 14:00:00,43,-1,3.6,9900,Summer,8,14
WEJH,WEJH,2025-08-24 14:00:00,32,25,5.1,9900,Summer,8,14
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 14:00:00,43,5,2.1,9900,Summer,8,14
TABUK,TABUK,2025-08-24 14:00:00,40,4,2.6,9900,Summer,8,14
QAISUMAH,QAISUMAH,2025-08-24 14:00:00,44,-1,3.6,9900,Summer,8,14
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 14:00:00,44,9,3.6,9999,Summer,8,14
AL AHSA,AL AHSA,2025-08-24 14:00:00,45,3,4.1,9900,Summer,8,14
AL JOUF,AL JOUF,2025-08-24 14:00:00,40,5,6.2,9900,Summer,8,14
GURIAT,GURIAT,2025-08-24 14:00:00,40,0,5.1,9900,Summer,8,14
ARAR,ARAR,2025-08-24 14:00:00,42,-1,2.1,9900,Summer,8,14
TAIF,TAIF,2025-08-24 14:00:00,31,15,6.2,9999,Summer,8,14
NEJRAN,NEJRAN,2025-08-24 14:00:00,33,14,3.1,9999,Summer,8,14
BISHA,BISHA,2025-08-24 14:00:00,38,6,2.6,9999,Summer,8,14
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 14:00:00,33,23,3.6,9999,Summer,8,14
KING KHALED INTL,KING KHALED INTL,2025-08-24 14:00:00,42,-2,4.6,9900,Summer,8,14
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 14:00:00,43,7,4.1,9900,Summer,8,14
HAIL,HAIL,2025-08-24 14:00:00,40,-1,7.2,9900,Summer,8,14
TURAIF,TURAIF,2025-08-24 14:00:00,38,-3,3.1,9900,Summer,8,14
SHARURAH,SHARURAH,2025-08-24 14:00:00,38,14,3.1,9999,Summer,8,14
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 14:00:00,43,6,2.1,9999,Summer,8,14
KING KHALED AB,KING KHALED AB,2025-08-24 14:00:00,24,14,2.6,9999,Summer,8,14
ABHA,ABHA,2025-08-24 13:00:00,24,14,3.6,9999,Summer,8,13
TAIF,TAIF,2025-08-24 13:00:00,32,13,6.7,9999,Summer,8,13
AL BAHA,AL BAHA,2025-08-24 13:00:00,29,15,4.6,9999,Summer,8,13
NEJRAN,NEJRAN,2025-08-24 13:00:00,33,14,1,9999,Summer,8,13
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 13:00:00,34,21,4.1,9999,Summer,8,13
YENBO,YENBO,2025-08-24 13:00:00,35,27,6.2,9999,Summer,8,13
GASSIM,GASSIM,2025-08-24 13:00:00,43,-1,4.1,9900,Summer,8,13
RAFHA,RAFHA,2025-08-24 13:00:00,43,4,2.1,9900,Summer,8,13
SHARURAH,SHARURAH,2025-08-24 13:00:00,39,14,2.1,9999,Summer,8,13
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 13:00:00,44,7,4.6,9900,Summer,8,13
WEJH,WEJH,2025-08-24 13:00:00,32,25,3.6,9900,Summer,8,13
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 13:00:00,43,5,3.6,9999,Summer,8,13
BISHA,BISHA,2025-08-24 13:00:00,38,4,2.6,9999,Summer,8,13
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 13:00:00,37,26,5.1,9999,Summer,8,13
AL AHSA,AL AHSA,2025-08-24 13:00:00,46,4,4.6,9900,Summer,8,13
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 13:00:00,44,7,6.7,9900,Summer,8,13
KING KHALED INTL,KING KHALED INTL,2025-08-24 13:00:00,42,0,3.6,9900,Summer,8,13
HAIL,HAIL,2025-08-24 13:00:00,40,-1,8.2,9900,Summer,8,13
TABUK,TABUK,2025-08-24 13:00:00,40,4,2.6,9900,Summer,8,13
ARAR,ARAR,2025-08-24 13:00:00,42,-3,4.1,9900,Summer,8,13
TURAIF,TURAIF,2025-08-24 13:00:00,38,-4,4.1,9900,Summer,8,13
KING KHALED AB,KING KHALED AB,2025-08-24 13:00:00,26,13,1.5,9999,Summer,8,13
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 13:00:00,44,10,3.1,9999,Summer,8,13
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 13:00:00,40,-4,0,9900,Summer,8,13
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 13:00:00,45,5,2.1,9900,Summer,8,13
QAISUMAH,QAISUMAH,2025-08-24 13:00:00,44,-1,3.6,9900,Summer,8,13
AL JOUF,AL JOUF,2025-08-24 13:00:00,41,5,5.7,9900,Summer,8,13
GURIAT,GURIAT,2025-08-24 13:00:00,40,0,5.1,9900,Summer,8,13
ABHA,ABHA,2025-08-24 12:00:00,24,13,3.1,10000,Summer,8,12
AL BAHA,AL BAHA,2025-08-24 12:00:00,33.5,5,1.5,10000,Summer,8,12
NEJRAN,NEJRAN,2025-08-24 12:00:00,33,15,2.1,10000,Summer,8,12
BISHA,BISHA,2025-08-24 12:00:00,37.7,8,2.1,10000,Summer,8,12
AL AHSA,AL AHSA,2025-08-24 12:00:00,47,4,2.6,9900,Summer,8,12
TABUK,TABUK,2025-08-24 12:00:00,39,4,4.1,9900,Summer,8,12
TURAIF,TURAIF,2025-08-24 12:00:00,38,-5,2.1,10000,Summer,8,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 12:00:00,42,6,3.6,9999,Summer,8,12
KING KHALED AB,KING KHALED AB,2025-08-24 12:00:00,25,13,4.6,10000,Summer,8,12
ABHA,ABHA,2025-08-24 12:00:00,24,13,3.1,9999,Summer,8,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 12:00:00,35,23,5.1,9999,Summer,8,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 12:00:00,38,27,5.7,9999,Summer,8,12
YENBO,YENBO,2025-08-24 12:00:00,36.4,26,6.2,10000,Summer,8,12
GASSIM,GASSIM,2025-08-24 12:00:00,43,-2,5.1,9900,Summer,8,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 12:00:00,44,4,2.1,9900,Summer,8,12
HAIL,HAIL,2025-08-24 12:00:00,40,-1,5.1,10000,Summer,8,12
RAFHA,RAFHA,2025-08-24 12:00:00,42.7,6,3.1,10000,Summer,8,12
ARAR,ARAR,2025-08-24 12:00:00,42.1,-3,1.5,10000,Summer,8,12
TAIF,TAIF,2025-08-24 12:00:00,32,12,5.7,10000,Summer,8,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 12:00:00,43.7,9,2.1,10000,Summer,8,12
AL AHSA,AL AHSA,2025-08-24 12:00:00,46.7,4,2.6,10000,Summer,8,12
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 12:00:00,44,8,5.1,9900,Summer,8,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 12:00:00,44,4,2.1,10000,Summer,8,12
GURIAT,GURIAT,2025-08-24 12:00:00,40.2,0,6.2,10000,Summer,8,12
TURAIF,TURAIF,2025-08-24 12:00:00,38,-5,2.1,9900,Summer,8,12
MINA,MINA,2025-08-24 12:00:00,37.4,22,3.6,10000,Summer,8,12
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 12:00:00,42.4,6,3.6,10000,Summer,8,12
AL BAHA,AL BAHA,2025-08-24 12:00:00,34,5,1.5,9999,Summer,8,12
AL-DAWADAMI,AL-DAWADAMI,2025-08-24 12:00:00,41,-4,4.1,10000,Summer,8,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 12:00:00,44,9,2.1,9999,Summer,8,12
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 12:00:00,46.4,3,2.1,10000,Summer,8,12
GASSIM,GASSIM,2025-08-24 12:00:00,43.2,-2,5.1,10000,Summer,8,12
HAIL,HAIL,2025-08-24 12:00:00,40,-1,5.1,9900,Summer,8,12
WEJH,WEJH,2025-08-24 12:00:00,33,24,5.7,9900,Summer,8,12
QAISUMAH,QAISUMAH,2025-08-24 12:00:00,44,-1,5.1,9900,Summer,8,12
RAFHA,RAFHA,2025-08-24 12:00:00,43,5,3.1,9900,Summer,8,12
AL JOUF,AL JOUF,2025-08-24 12:00:00,41,3,5.1,9900,Summer,8,12
GURIAT,GURIAT,2025-08-24 12:00:00,40,0,6.2,9900,Summer,8,12
SHARURAH,SHARURAH,2025-08-24 12:00:00,38,15,2.6,9999,Summer,8,12
TAIF,TAIF,2025-08-24 12:00:00,32,12,5.7,9999,Summer,8,12
NEJRAN,NEJRAN,2025-08-24 12:00:00,33,15,2.1,9999,Summer,8,12
BISHA,BISHA,2025-08-24 12:00:00,38,8,2.1,9999,Summer,8,12
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 12:00:00,34.5,23,5.1,10000,Summer,8,12
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 12:00:00,37.9,27,5.7,10000,Summer,8,12
YENBO,YENBO,2025-08-24 12:00:00,36,26,6.2,9999,Summer,8,12
KING KHALED INTL,KING KHALED INTL,2025-08-24 12:00:00,42.3,1,2.6,10000,Summer,8,12
KING KHALED INTL,KING KHALED INTL,2025-08-24 12:00:00,42,1,2.6,9999,Summer,8,12
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 12:00:00,46,3,2.1,9900,Summer,8,12
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 12:00:00,41,-4,4.1,9900,Summer,8,12
WEJH,WEJH,2025-08-24 12:00:00,32.8,24,5.7,10000,Summer,8,12
TABUK,TABUK,2025-08-24 12:00:00,38.8,4,4.1,10000,Summer,8,12
QAISUMAH,QAISUMAH,2025-08-24 12:00:00,44,-1,5.1,10000,Summer,8,12
AL JOUF,AL JOUF,2025-08-24 12:00:00,41,3,5.1,10000,Summer,8,12
ARAR,ARAR,2025-08-24 12:00:00,42,-3,1.5,9900,Summer,8,12
SHARURAH,SHARURAH,2025-08-24 12:00:00,38.1,15,2.6,10000,Summer,8,12
KING KHALED AB,KING KHALED AB,2025-08-24 12:00:00,25,13,4.6,9999,Summer,8,12
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 11:00:00,43,9,3.1,9999,Summer,8,11
HAIL,HAIL,2025-08-24 11:00:00,40,-1,5.1,9900,Summer,8,11
QAISUMAH,QAISUMAH,2025-08-24 11:00:00,44,-1,5.1,9900,Summer,8,11
RAFHA,RAFHA,2025-08-24 11:00:00,43,5,5.7,9900,Summer,8,11
KING KHALED AB,KING KHALED AB,2025-08-24 11:00:00,24,13,4.6,9999,Summer,8,11
NEJRAN,NEJRAN,2025-08-24 11:00:00,33,16,3.1,9999,Summer,8,11
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 11:00:00,36,23,2.6,9999,Summer,8,11
YENBO,YENBO,2025-08-24 11:00:00,36,27,7.2,9999,Summer,8,11
AL JOUF,AL JOUF,2025-08-24 11:00:00,40,2,1.5,9900,Summer,8,11
AL BAHA,AL BAHA,2025-08-24 11:00:00,34,5,3.1,9999,Summer,8,11
AL AHSA,AL AHSA,2025-08-24 11:00:00,46,2,5.7,9900,Summer,8,11
TURAIF,TURAIF,2025-08-24 11:00:00,37,-2,2.1,9900,Summer,8,11
TAIF,TAIF,2025-08-24 11:00:00,33,12,5.1,9999,Summer,8,11
BISHA,BISHA,2025-08-24 11:00:00,37,8,2.6,9999,Summer,8,11
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 11:00:00,37,27,6.7,9999,Summer,8,11
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 11:00:00,44,5,3.1,9900,Summer,8,11
GURIAT,GURIAT,2025-08-24 11:00:00,39,0,3.1,9900,Summer,8,11
ARAR,ARAR,2025-08-24 11:00:00,42,-3,3.6,9900,Summer,8,11
ABHA,ABHA,2025-08-24 11:00:00,23,14,5.1,9999,Summer,8,11
KING KHALED INTL,KING KHALED INTL,2025-08-24 11:00:00,42,1,2.1,9900,Summer,8,11
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 11:00:00,44,8,5.1,9900,Summer,8,11
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 11:00:00,47,4,1.5,9900,Summer,8,11
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 11:00:00,40,-2,0,9900,Summer,8,11
GASSIM,GASSIM,2025-08-24 11:00:00,43,-1,2.6,9900,Summer,8,11
WEJH,WEJH,2025-08-24 11:00:00,33,24,5.1,9900,Summer,8,11
TABUK,TABUK,2025-08-24 11:00:00,38,4,2.6,9900,Summer,8,11
SHARURAH,SHARURAH,2025-08-24 11:00:00,37,15,3.6,9999,Summer,8,11
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 11:00:00,42,8,2.1,9900,Summer,8,11
AL BAHA,AL BAHA,2025-08-24 10:00:00,32,6,3.1,9999,Summer,8,10
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 10:00:00,35,23,2.6,9999,Summer,8,10
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 10:00:00,46,3,2.6,9900,Summer,8,10
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 10:00:00,43,6,1,9900,Summer,8,10
QAISUMAH,QAISUMAH,2025-08-24 10:00:00,44,0,3.1,9900,Summer,8,10
AL JOUF,AL JOUF,2025-08-24 10:00:00,39,2,2.1,9900,Summer,8,10
ABHA,ABHA,2025-08-24 10:00:00,22,15,6.2,9999,Summer,8,10
NEJRAN,NEJRAN,2025-08-24 10:00:00,32,16,0,9999,Summer,8,10
YENBO,YENBO,2025-08-24 10:00:00,36,26,7.2,9999,Summer,8,10
AL AHSA,AL AHSA,2025-08-24 10:00:00,46,2,5.1,9900,Summer,8,10
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 10:00:00,40,-3,0,9900,Summer,8,10
GASSIM,GASSIM,2025-08-24 10:00:00,43,1,1,9900,Summer,8,10
WEJH,WEJH,2025-08-24 10:00:00,35,24,5.1,9900,Summer,8,10
ARAR,ARAR,2025-08-24 10:00:00,40,-2,1.5,9900,Summer,8,10
TURAIF,TURAIF,2025-08-24 10:00:00,37,-3,2.1,9900,Summer,8,10
SHARURAH,SHARURAH,2025-08-24 10:00:00,36,15,4.1,9999,Summer,8,10
BISHA,BISHA,2025-08-24 10:00:00,36,9,2.1,9999,Summer,8,10
KING KHALED INTL,KING KHALED INTL,2025-08-24 10:00:00,42,1,5.1,9900,Summer,8,10
KING KHALED AB,KING KHALED AB,2025-08-24 10:00:00,24,12,2.6,9999,Summer,8,10
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 10:00:00,38,27,5.7,9999,Summer,8,10
GURIAT,GURIAT,2025-08-24 10:00:00,38,2,4.1,9900,Summer,8,10
TAIF,TAIF,2025-08-24 10:00:00,32,12,4.1,9900,Summer,8,10
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 10:00:00,41,9,2.1,9900,Summer,8,10
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 10:00:00,46,2,4.6,9900,Summer,8,10
HAIL,HAIL,2025-08-24 10:00:00,39,0,2.1,9900,Summer,8,10
TABUK,TABUK,2025-08-24 10:00:00,37,5,2.6,9900,Summer,8,10
RAFHA,RAFHA,2025-08-24 10:00:00,43,5,2.1,9900,Summer,8,10
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 10:00:00,41,9,4.6,9900,Summer,8,10
MINA,MINA,2025-08-24 09:00:00,35.4,21,2.6,10000,Summer,8,9
BISHA,BISHA,2025-08-24 09:00:00,35,10,1.5,9900,Summer,8,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 09:00:00,35,22,5.1,9999,Summer,8,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 09:00:00,38.8,23,3.6,10000,Summer,8,9
YENBO,YENBO,2025-08-24 09:00:00,36.2,25,7.2,10000,Summer,8,9
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 09:00:00,40.8,12,2.6,10000,Summer,8,9
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 09:00:00,45,2,1.5,9900,Summer,8,9
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 09:00:00,44.5,4,3.6,10000,Summer,8,9
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 09:00:00,40,-1,3.1,9900,Summer,8,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 09:00:00,41.8,4,2.1,10000,Summer,8,9
HAIL,HAIL,2025-08-24 09:00:00,38,0,2.1,9900,Summer,8,9
RAFHA,RAFHA,2025-08-24 09:00:00,41.4,6,0,10000,Summer,8,9
ARAR,ARAR,2025-08-24 09:00:00,39.2,-3,2.1,10000,Summer,8,9
ARAR,ARAR,2025-08-24 09:00:00,39,-3,2.1,9900,Summer,8,9
TURAIF,TURAIF,2025-08-24 09:00:00,35.8,0,0,10000,Summer,8,9
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 09:00:00,41,10,5.1,9900,Summer,8,9
KING KHALED AB,KING KHALED AB,2025-08-24 09:00:00,23,12,3.1,9999,Summer,8,9
ABHA,ABHA,2025-08-24 09:00:00,22,12,3.1,9999,Summer,8,9
TAIF,TAIF,2025-08-24 09:00:00,31,12,4.6,9900,Summer,8,9
AL BAHA,AL BAHA,2025-08-24 09:00:00,32,7,1.5,9999,Summer,8,9
BISHA,BISHA,2025-08-24 09:00:00,35.3,10,1.5,10000,Summer,8,9
KING KHALED INTL,KING KHALED INTL,2025-08-24 09:00:00,41,1,2.6,9900,Summer,8,9
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-08-24 09:00:00,41,12,2.6,9900,Summer,8,9
HAIL,HAIL,2025-08-24 09:00:00,38.2,0,2.1,10000,Summer,8,9
TABUK,TABUK,2025-08-24 09:00:00,35.4,7,2.1,10000,Summer,8,9
TABUK,TABUK,2025-08-24 09:00:00,35,7,2.1,9900,Summer,8,9
GURIAT,GURIAT,2025-08-24 09:00:00,36,1,5.1,9900,Summer,8,9
SHARURAH,SHARURAH,2025-08-24 09:00:00,34.5,15,5.1,10000,Summer,8,9
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 09:00:00,40.6,10,5.1,10000,Summer,8,9
TAIF,TAIF,2025-08-24 09:00:00,30.8,12,4.6,10000,Summer,8,9
AL BAHA,AL BAHA,2025-08-24 09:00:00,31.7,7,1.5,10000,Summer,8,9
NEJRAN,NEJRAN,2025-08-24 09:00:00,31.6,14,2.1,10000,Summer,8,9
KING KHALED INTL,KING KHALED INTL,2025-08-24 09:00:00,41.4,1,2.6,10000,Summer,8,9
AL-DAWADAMI,AL-DAWADAMI,2025-08-24 09:00:00,39.5,-1,3.1,10000,Summer,8,9
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 09:00:00,45,4,3.6,9900,Summer,8,9
GASSIM,GASSIM,2025-08-24 09:00:00,42,1,4.1,10000,Summer,8,9
GASSIM,GASSIM,2025-08-24 09:00:00,42,1,4.1,9900,Summer,8,9
WEJH,WEJH,2025-08-24 09:00:00,33,24,5.1,9900,Summer,8,9
QAISUMAH,QAISUMAH,2025-08-24 09:00:00,42.8,0,5.1,10000,Summer,8,9
RAFHA,RAFHA,2025-08-24 09:00:00,41,6,0,9900,Summer,8,9
AL JOUF,AL JOUF,2025-08-24 09:00:00,37.8,2,1.5,10000,Summer,8,9
ABHA,ABHA,2025-08-24 09:00:00,22.1,12,3.1,10000,Summer,8,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 09:00:00,39,23,3.6,9999,Summer,8,9
YENBO,YENBO,2025-08-24 09:00:00,36,25,7.2,9999,Summer,8,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-08-24 09:00:00,42,4,2.1,9900,Summer,8,9
AL JOUF,AL JOUF,2025-08-24 09:00:00,38,2,1.5,9900,Summer,8,9
GURIAT,GURIAT,2025-08-24 09:00:00,36,1,5.1,10000,Summer,8,9
SHARURAH,SHARURAH,2025-08-24 09:00:00,35,15,5.1,9999,Summer,8,9
NEJRAN,NEJRAN,2025-08-24 09:00:00,32,14,2.1,9999,Summer,8,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-08-24 09:00:00,35.2,22,5.1,10000,Summer,8,9
WEJH,WEJH,2025-08-24 09:00:00,33.4,24,5.1,10000,Summer,8,9
AL AHSA,AL AHSA,2025-08-24 09:00:00,46.1,2,2.6,10000,Summer,8,9
AL AHSA,AL AHSA,2025-08-24 09:00:00,46,2,2.6,9900,Summer,8,9
QAISUMAH,QAISUMAH,2025-08-24 09:00:00,43,0,5.1,9900,Summer,8,9
TURAIF,TURAIF,2025-08-24 09:00:00,36,0,0,9900,Summer,8,9
KING KHALED AB,KING KHALED AB,2025-08-24 09:00:00,22.8,12,3.1,10000,Summer,8,9
TAIF,TAIF,2025-08-24 08:00:00,31,11,5.1,9900,Summer,8,8
AL BAHA,AL BAHA,2025-08-24 08:00:00,31,8,3.6,9900,Summer,8,8
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-08-24 08:00:00,37,25,4.1,9900,Summer,8,8
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-08-24 08:00:00,44,5,3.1,9900,Summer,8,8
QAISUMAH,QAISUMAH,2025-08-24 08:00:00,42,1,4.1,9900,Summer,8,8
TURAIF,TURAIF,2025-08-24 08:00:00,35,1,0,9900,Summer,8,8
KING KHALED AB,KING KHALED AB,2025-08-24 08:00:00,21,13,3.6,9999,Summer,8,8
KING KHALED INTL,KING KHALED INTL,2025-08-24 08:00:00,40,2,2.6,9900,Summer,8,8
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-08-24 08:00:00,44,4,2.6,9900,Summer,8,8
HAIL,HAIL,2025-08-24 08:00:00,37,-1,1,9900,Summer,8,8
ARAR,ARAR,2025-08-24 08:00:00,38,-2,4.1,9900,Summer,8,8
WADI AL DAWASIR,WADI AL DAWASIR,2025-08-24 08:00:00,39,12,6.7,9900,Summer,8,8
ABHA,ABHA,2025-08-24 08:00:00,20,14,4.1,9999,Summer,8,8
YENBO,YENBO,2025-08-24 08:00:00,36,25,6.2,9999,Summer,8,8
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-08-24 08:00:00,38,-1,0,9900,Summer,8,8
GASSIM,GASSIM,2025-08-24 08:00:00,41,3,2.6,9900,Summer,8,8
TABUK,TABUK,2025-08-24 08:00:00,33,9,2.1,9900,Summer,8,8
RAFHA,RAFHA,2025-08-24 08:00:00,41,6,0,9900,Summer,8,8
